DATE (UTC),Attributes,Values
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),15.19
,Longitudinal Acceleration (m/s^2),-0.25
,Accelerator Pedal Position Sensor A (%),14.8
,Vehicle Speed (mph) (Positive is forward direction),36
50:44.8,Autosteer Driver Hands On Detection,"LC_HANDS_ON_REQD_NOT_DETECTED, 2.0"
50:44.9,Accelerator Pedal Position Maximum - Sensor A (%) (max since previous sample),17.2
,Accelerator Pedal Position Maximum - Sensor B (%) (max since previous sample),17.6
50:45.0,Longitudinal Acceleration (m/s^2),0.14
,Accelerator Pedal Position Sensor A (%),17.2
,Steering Torque Sensor (Nm) (Positive indicates right turn),-0.13
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),17.6
,Steering Angle Sensor (degrees) (Positive indicates right turn),0
,Accelerator Pedal Position Sensor B (%),17.2
,Vehicle Speed (mph) (Positive is forward direction),36.1
,Lateral Acceleration (m/s^2),0.1
50:45.9,Accelerator Pedal Position Maximum - Sensor B (%) (max since previous sample),17.2
50:46.0,Autosteer Driver Hands On Detection,"LC_HANDS_ON_REQD_DETECTED, 1.0"
50:46.0,Steering Angle Sensor (degrees) (Positive indicates right turn),0.29
,Longitudinal Acceleration (m/s^2),0.14
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.42
,Accelerator Pedal Position Sensor A (%),17.2
,Vehicle Speed (mph) (Positive is forward direction),36.4
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),17.6
,Lateral Acceleration (m/s^2),-0.04
,Accelerator Pedal Position Sensor B (%),17.2
50:46.6,Autosteer Driver Hands On Detection,"LC_HANDS_ON_REQD_NOT_DETECTED, 2.0"
50:47.0,Accelerator Pedal Position Sensor B (%),9.6
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),10.4
,Longitudinal Acceleration (m/s^2),-0.6
,Accelerator Pedal Position Sensor A (%),10
,Vehicle Speed (mph) (Positive is forward direction),36.15
,Lateral Acceleration (m/s^2),-0.04
,Steering Torque Sensor (Nm) (Positive indicates right turn),-0.11
,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.09
50:47.5,Autosteer Driver Hands On Detection,"LC_HANDS_ON_REQD_DETECTED, 1.0"
50:47.9,Accelerator Pedal Position Maximum - Sensor A (%) (max since previous sample),14.8
,Accelerator Pedal Position Maximum - Sensor B (%) (max since previous sample),14.8
50:48.0,Steering Torque Sensor (Nm) (Positive indicates right turn),-0.29
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),16.8
,Vehicle Speed (mph) (Positive is forward direction),35.54
,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.4
,Longitudinal Acceleration (m/s^2),-0.04
,Accelerator Pedal Position Sensor B (%),16.39
,Lateral Acceleration (m/s^2),0.04
,Accelerator Pedal Position Sensor A (%),16.39
50:48.9,Accelerator Pedal Position Maximum - Sensor B (%) (max since previous sample),17.6
,Accelerator Pedal Position Maximum - Sensor A (%) (max since previous sample),17.6
50:49.0,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.5
,Accelerator Pedal Position Sensor B (%),17.6
,Lateral Acceleration (m/s^2),0.04
,Steering Torque Sensor (Nm) (Positive indicates right turn),-0.69
,Longitudinal Acceleration (m/s^2),0.25
,Vehicle Speed (mph) (Positive is forward direction),35.85
,Accelerator Pedal Position Sensor A (%),17.6
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),18
50:49.9,Accelerator Pedal Position Maximum - Sensor B (%) (max since previous sample),18
50:50.0,Lateral Acceleration (m/s^2),0.2
,Vehicle Speed (mph) (Positive is forward direction),36.35
,Steering Angle Sensor (degrees) (Positive indicates right turn),-1.59
,Accelerator Pedal Position Sensor B (%),17.6
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),18
,Steering Torque Sensor (Nm) (Positive indicates right turn),-0.87
,Accelerator Pedal Position Sensor A (%),17.6
,Longitudinal Acceleration (m/s^2),0.25
50:50.9,Accelerator Pedal Position Maximum - Sensor B (%) (max since previous sample),17.6
50:51.0,Steering Torque Sensor (Nm) (Positive indicates right turn),-0.53
,Vehicle Speed (mph) (Positive is forward direction),36.85
,Steering Angle Sensor (degrees) (Positive indicates right turn),-1.29
,Longitudinal Acceleration (m/s^2),0.2
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),18
,Accelerator Pedal Position Sensor B (%),17.2
,Lateral Acceleration (m/s^2),0.14
,Accelerator Pedal Position Sensor A (%),17.6
50:52.0,Longitudinal Acceleration (m/s^2),-0.14
,Accelerator Pedal Position Sensor B (%),12
,Accelerator Pedal Position Sensor A (%),12.4
,Steering Torque Sensor (Nm) (Positive indicates right turn),-0.38
,Vehicle Speed (mph) (Positive is forward direction),37
,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.59
,Lateral Acceleration (m/s^2),0.04
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),12.8
50:52.6,Autosteer Driver Hands On Detection,"LC_HANDS_ON_REQD_NOT_DETECTED, 2.0"
50:52.9,Accelerator Pedal Position Maximum - Sensor B (%) (max since previous sample),13.19
,Accelerator Pedal Position Maximum - Sensor A (%) (max since previous sample),13.6
50:53.0,Steering Torque Sensor (Nm) (Positive indicates right turn),-0.22
,Vehicle Speed (mph) (Positive is forward direction),35.75
,Longitudinal Acceleration (m/s^2),-0.64
,Lateral Acceleration (m/s^2),0.04
,Accelerator Pedal Position Sensor A (%),9.6
,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.4
,Accelerator Pedal Position Sensor B (%),9.19
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),10
50:53.4,Autosteer Driver Hands On Detection,"LC_HANDS_ON_REQD_DETECTED, 1.0"
50:53.9,Accelerator Pedal Position Maximum - Sensor A (%) (max since previous sample),14
,Accelerator Pedal Position Maximum - Sensor B (%) (max since previous sample),13.6
50:54.0,Longitudinal Acceleration (m/s^2),-0.25
,Accelerator Pedal Position Sensor A (%),14
,Vehicle Speed (mph) (Positive is forward direction),34.7
,Steering Angle Sensor (degrees) (Positive indicates right turn),-1
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),14.4
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.38
,Lateral Acceleration (m/s^2),-0.04
,Accelerator Pedal Position Sensor B (%),13.19
50:54.1,Autosteer Driver Hands On Detection,"LC_HANDS_ON_REQD_NOT_DETECTED, 2.0"
50:54.7,Autosteer Driver Hands On Detection,"LC_HANDS_ON_REQD_DETECTED, 1.0"
50:54.9,Accelerator Pedal Position Maximum - Sensor A (%) (max since previous sample),16.39
50:54.9,Accelerator Pedal Position Maximum - Sensor B (%) (max since previous sample),16.39
50:55.0,Accelerator Pedal Position Sensor B (%),16.39
,Longitudinal Acceleration (m/s^2),0.14
,Accelerator Pedal Position Sensor A (%),16.39
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),16.8
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.96
,Vehicle Speed (mph) (Positive is forward direction),34.29
,Lateral Acceleration (m/s^2),-0.04
,Steering Angle Sensor (degrees) (Positive indicates right turn),0.9
50:56.0,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),16.8
,Accelerator Pedal Position Sensor A (%),16.39
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.11
,Steering Angle Sensor (degrees) (Positive indicates right turn),0.4
,Vehicle Speed (mph) (Positive is forward direction),34.4
,Longitudinal Acceleration (m/s^2),0.1
,Lateral Acceleration (m/s^2),-0.04
,Accelerator Pedal Position Sensor B (%),16.39
50:56.6,Autosteer Driver Hands On Detection,"LC_HANDS_ON_REQD_NOT_DETECTED, 2.0"
50:57.0,Steering Angle Sensor (degrees) (Positive indicates right turn),0
,Lateral Acceleration (m/s^2),-0.04
,Longitudinal Acceleration (m/s^2),0.1
,Accelerator Pedal Position Sensor A (%),16
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),16.39
,Accelerator Pedal Position Sensor B (%),15.6
,Vehicle Speed (mph) (Positive is forward direction),34.45
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.02
50:58.0,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),10.8
,Steering Angle Sensor (degrees) (Positive indicates right turn),0.09
,Vehicle Speed (mph) (Positive is forward direction),34.15
,Lateral Acceleration (m/s^2),0.1
,Accelerator Pedal Position Sensor B (%),10
,Accelerator Pedal Position Sensor A (%),10.4
,Longitudinal Acceleration (m/s^2),-0.45
,Steering Torque Sensor (Nm) (Positive indicates right turn),0.01
50:58.5,Autosteer Driver Hands On Detection,"LC_HANDS_ON_REQD_DETECTED, 1.0"
50:58.9,Accelerator Pedal Position Maximum - Sensor A (%) (max since previous sample),10.8
50:58.9,Accelerator Pedal Position Maximum - Sensor B (%) (max since previous sample),10.4
50:59.0,Lateral Acceleration (m/s^2),0.04
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),6.4
,Longitudinal Acceleration (m/s^2),-1.25
,Vehicle Speed (mph) (Positive is forward direction),32.29
,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.79
,Accelerator Pedal Position Sensor A (%),6
,Accelerator Pedal Position Sensor B (%),5.2
,Steering Torque Sensor (Nm) (Positive indicates right turn),-0.02
50:59.3,Autosteer Driver Hands On Detection,"LC_HANDS_ON_REQD_NOT_DETECTED, 2.0"
50:59.9,Accelerator Pedal Position Maximum - Sensor B (%) (max since previous sample),10
50:59.9,Request - Side Mirror Fold,"IDLE, 0.0"
51:00.0,Vehicle Speed (mph) (Positive is forward direction),29.95
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),10.8
,Accelerator Pedal Position Sensor A (%),10.8
,Accelerator Pedal Position Sensor B (%),10
,Longitudinal Acceleration (m/s^2),-0.54
,Lateral Acceleration (m/s^2),0.04
,Steering Torque Sensor (Nm) (Positive indicates right turn),-0.23
,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.59
51:00.3,Autosteer Driver Hands On Detection,"LC_HANDS_ON_REQD_DETECTED, 1.0"
51:00.9,Accelerator Pedal Position Maximum - Sensor A (%) (max since previous sample),12.4
,Accelerator Pedal Position Maximum - Sensor B (%) (max since previous sample),12
51:01.0,Lateral Acceleration (m/s^2),0.2
,Longitudinal Acceleration (m/s^2),-0.35
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),12.4
,Steering Torque Sensor (Nm) (Positive indicates right turn),-1.15
,Vehicle Speed (mph) (Positive is forward direction),28.95
,Accelerator Pedal Position Sensor B (%),11.6
,Accelerator Pedal Position Sensor A (%),12.4
,Steering Angle Sensor (degrees) (Positive indicates right turn),-2.29
51:01.8,Accelerator Pedal Position Maximum - Sensor A (%) (max since previous sample),16.8
51:01.9,Accelerator Pedal Position Maximum - Sensor B (%) (max since previous sample),16.39
51:02.0,Accelerator Pedal Position Sensor A (%),16.8
,Steering Angle Sensor (degrees) (Positive indicates right turn),5.79
,Longitudinal Acceleration (m/s^2),0.14
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),17.2
,Accelerator Pedal Position Sensor B (%),16.39
,Steering Torque Sensor (Nm) (Positive indicates right turn),1.57
,Vehicle Speed (mph) (Positive is forward direction),28.79
,Lateral Acceleration (m/s^2),-0.39
51:02.9,Accelerator Pedal Position Maximum - Sensor B (%) (max since previous sample),19.2
,Accelerator Pedal Position Maximum - Sensor A (%) (max since previous sample),19.2
51:03.0,Steering Torque Sensor (Nm) (Positive indicates right turn),-0.09
,Vehicle Speed (mph) (Positive is forward direction),29.5
,Accelerator Pedal Position Sensor B (%),18.8
,Lateral Acceleration (m/s^2),-0.1
,Accelerator Pedal Position Sensor A (%),19.2
,Longitudinal Acceleration (m/s^2),0.45
,Steering Angle Sensor (degrees) (Positive indicates right turn),1.59
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),19.2
51:03.2,Auto Lane Change State,"ALC_UNAVAILABLE_NO_LANES, 1.0"
51:03.4,Auto Lane Change State,"ALC_AVAILABLE_ONLY_L, 6.0"
51:03.4,Autosteer Driver Hands On Detection,"LC_HANDS_ON_REQD_NOT_DETECTED, 2.0"
51:04.0,Accelerator Pedal Position Sensor A (%),10
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),10
,Vehicle Speed (mph) (Positive is forward direction),29.95
,Accelerator Pedal Position Sensor B (%),9.19
,Lateral Acceleration (m/s^2),0
,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.59
,Longitudinal Acceleration (m/s^2),-0.39
,Steering Torque Sensor (Nm) (Positive indicates right turn),-0.15
51:04.8,Accelerator Pedal Position Maximum - Sensor A (%) (max since previous sample),10.4
51:04.9,Accelerator Pedal Position Maximum - Sensor B (%) (max since previous sample),10
51:05.0,Autosteer Driver Hands On Detection,"LC_HANDS_ON_REQD_DETECTED, 1.0"
51:05.0,Lateral Acceleration (m/s^2),0
,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.7
,Accelerator Pedal Position Sensor A (%),9.19
,Longitudinal Acceleration (m/s^2),-0.64
,Accelerator Pedal Position Sensor B (%),8.8
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),9.6
,Vehicle Speed (mph) (Positive is forward direction),28.45
,Steering Torque Sensor (Nm) (Positive indicates right turn),-0.39
51:05.8,Accelerator Pedal Position Maximum - Sensor B (%) (max since previous sample),9.19
,Accelerator Pedal Position Maximum - Sensor A (%) (max since previous sample),9.6
51:06.0,Steering Angle Sensor (degrees) (Positive indicates right turn),-0.79
,Lateral Acceleration (m/s^2),0.04
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),8
,Accelerator Pedal Position Sensor A (%),7.2
,Longitudinal Acceleration (m/s^2),-0.89
,Accelerator Pedal Position Sensor B (%),6
,Steering Torque Sensor (Nm) (Positive indicates right turn),-0.64
,Vehicle Speed (mph) (Positive is forward direction),26.5
51:06.8,Accelerator Pedal Position Maximum - Sensor A (%) (max since previous sample),8
,Accelerator Pedal Position Maximum - Sensor B (%) (max since previous sample),7.59
51:07.0,Accelerator Pedal Position Sensor A (%),6.8
,Steering Torque Sensor (Nm) (Positive indicates right turn),1.07
,Steering Angle Sensor (degrees) (Positive indicates right turn),3.4
,Vehicle Speed (mph) (Positive is forward direction),24.04
,Lateral Acceleration (m/s^2),-0.2
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),7.2
,Longitudinal Acceleration (m/s^2),-1.1
,Accelerator Pedal Position Sensor B (%),6
51:07.3,"Autosteer State (Unavailable is recorded when Autosteer is not available, SNA is recorded when system state is not available)","UNAVAILABLE, 1.0"
51:07.8,Accelerator Pedal Position Maximum - Sensor A (%) (max since previous sample),6.8
51:07.8,Accelerator Pedal Position Maximum - Sensor B (%) (max since previous sample),6
51:08.0,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),9.19
,Lateral Acceleration (m/s^2),-0.64
,Steering Angle Sensor (degrees) (Positive indicates right turn),20.7
,Longitudinal Acceleration (m/s^2),-1.1
,Accelerator Pedal Position Sensor A (%),8.8
,Steering Torque Sensor (Nm) (Positive indicates right turn),2.36
,Accelerator Pedal Position Sensor B (%),8.4
,Vehicle Speed (mph) (Positive is forward direction),21.65
51:08.8,Accelerator Pedal Position Maximum - Sensor A (%) (max since previous sample),9.6
51:08.8,Accelerator Pedal Position Maximum - Sensor B (%) (max since previous sample),9.19
51:09.1,Vehicle Speed (mph) (Positive is forward direction),19.65
,Steering Torque Sensor (Nm) (Positive indicates right turn),2.77
,Accelerator Pedal Position Sensor A (%),9.6
,Longitudinal Acceleration (m/s^2),-0.54
,Steering Angle Sensor (degrees) (Positive indicates right turn),45.7
,Accelerator Pedal Position (%) (102 is recorded when vehicle is off),10
,Lateral Acceleration (m/s^2),-1.5
,Accelerator Pedal Position Sensor B (%),9.19
51:09.8,Accelerator Pedal Position Maximum - Sensor A (%) (max since previous sample),12.8
51:09.8,Accelerator Pedal Position Maximum - Sensor B (%) (max since previous sample),12.4
51:09.9,Auto Lane Change State,"ALC_UNAVAILABLE_NO_LANES, 1.0"
51:10.0,Steering Angle Sensor (degrees) (Positive indicates right turn),62.2
,Steering Torque Sensor (Nm) (Positive indicates right turn),2.55
,Longitudinal Acceleration (m/s^2),-0.39
,Accelerator Pedal Position Sensor B (%),13.19
,Accelerator Pedal Position Sensor A (%),13.6
